"localOrgId","sampStrategy","progType","sampMethod","sampPoint","animalID","sampId","sampCountry","sampArea","sampLAU1","sampLAU2","sampY","sampM","sampD","sampMatType","sampMatCode","sampMatText","decomposition","age","sex","analysisY","analysisM","analysisD","anMatCode","labId","labCountry","paramCode","anMethCode","resId","resQualValue","resType","ADNSId","Output"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600019002","EE1566198","EE","EE008","EE0080065","EE00800650117",2016,1,2,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306869","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600020001","EE1566199","EE","EE008","EE0080065","EE00800650707",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306873","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600021001","EE1566202","EE","EE008","EE0080078","EE00800780454",2016,1,3,"S000A","A056Y","hunted",1,"Adult","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306880","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600021002","EE1566203","EE","EE008","EE0080078","EE00800780454",2016,1,3,"S000A","A056Y","hunted",1,"Adult","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306883","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600021003","EE1566204","EE","EE008","EE0080078","EE00800780454",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306886","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600022001","EE1566207","EE","EE008","EE0080078","EE00800780861",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306891","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600023001","EE1566211","EE","EE008","EE0080078","EE00800780126",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306901","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600024001","EE1566212","EE","EE008","EE0080078","EE00800780126",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306905","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600025001","EE1566213","EE","EE008","EE0080078","EE00800780126",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306908","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600026001","EE1566214","EE","EE008","EE0080078","EE00800780126",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306911","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600027001","EE1566215","EE","EE008","EE0080049","EE00800490773",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306914","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600028001","EE1566216","EE","EE008","EE0080049","EE00800490248",2016,1,3,"S000A","A056Y","hunted",1,"Adult","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306917","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600029001","EE1566217","EE","EE008","EE0080049","EE00800490578",2016,1,3,"S000A","A056Y","hunted",1,"Adult","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306920","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600030001","EE1566218","EE","EE008","EE0080049","EE00800490578",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306923","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600031001","EE1566219","EE","EE008","EE0080049","EE00800490578",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306926","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600032001","EE1566220","EE","EE008","EE0080049","EE00800490578",2016,1,3,"S000A","A056Y","hunted",1,"Adult","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306929","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600033001","EE1566221","EE","EE008","EE0080049","EE00800490578",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306932","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600034001","EE1566222","EE","EE008","EE0080049","EE00800490578",2016,1,3,"S000A","A056Y","hunted",1,"Unknown","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306935","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600035001","EE1566223","EE","EE008","EE0080049","EE00800490578",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306938","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600036001","EE1566224","EE","EE008","EE0080049","EE00800490611",2016,1,4,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306941","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600037001","EE1566225","EE","EE008","EE0080049","EE00800490810",2016,1,4,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306944","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600038001","EE1566226","EE","EE008","EE0080049","EE00800490810",2016,1,4,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306947","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600040001","EE1566228","EE","EE008","EE0080049","EE00800490810",2016,1,4,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306953","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600041001","EE1566229","EE","EE008","EE0080049","EE00800490248",2016,1,4,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306956","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600042001","EE1566230","EE","EE008","EE0080049","EE00800490248",2016,1,4,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306959","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600043001","EE1566231","EE","EE008","EE0080049","EE00800490248",2016,1,4,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306962","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600044001","EE1566232","EE","EE008","EE0080049","EE00800490248",2016,1,4,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306965","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600045001","EE1566233","EE","EE008","EE0080049","EE00800490611",2016,1,3,"S000A","A056Y","hunted",1,"Adult","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306968","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600046001","EE1566234","EE","EE008","EE0080078","EE00800780282",2016,1,2,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306971","POS","BIN","EE/2016/27","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600046002","EE1566235","EE","EE008","EE0080078","EE00800780282",2016,1,2,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306974","POS","BIN","EE/2016/27","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600046003","EE1566236","EE","EE008","EE0080078","EE00800780282",2016,1,2,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306977","POS","BIN","EE/2016/27","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600046004","EE1566237","EE","EE008","EE0080078","EE00800780282",2016,1,2,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306980","POS","BIN","EE/2016/27","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600047001","EE1566242","EE","EE008","EE0080078","EE00800780831",2016,1,2,"S000A","A056Y","hunted",1,"Unknown","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306995","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600048001","EE1566243","EE","EE008","EE0080078","EE00800780831",2016,1,2,"S000A","A056Y","hunted",1,"Unknown","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3306999","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600049001","EE1566244","EE","EE008","EE0080078","EE00800780831",2016,1,2,"S000A","A056Y","hunted",1,"Unknown","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307002","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600050001","EE1566255","EE","EE008","EE0080078","EE00800780831",2016,1,2,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307021","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600051001","EE1566256","EE","EE008","EE0080078","EE00800780831",2016,1,2,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307024","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600052001","EE1566257","EE","EE008","EE0080049","EE00800490611",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307027","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600053001","EE1566262","EE","EE008","EE0080065","EE00800650285",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307042","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600053002","EE1566263","EE","EE008","EE0080065","EE00800650285",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307045","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600053003","EE1566264","EE","EE008","EE0080065","EE00800650285",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307048","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600053004","EE1566265","EE","EE008","EE0080065","EE00800650285",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307051","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600053005","EE1566266","EE","EE008","EE0080065","EE00800650285",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307054","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600054001","EE1566270","EE","EE008","EE0080065","EE00800650473",2016,1,2,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307066","POS","BIN","EE/2016/24","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600055001","EE1566275","EE","EE008","EE0080065","EE00800650872",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307081","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600056001","EE1566276","EE","EE008","EE0080065","EE00800650934",2016,1,3,"S000A","A056Y","hunted",1,"Adult","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307084","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600056002","EE1566277","EE","EE008","EE0080065","EE00800650934",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307087","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600056003","EE1566278","EE","EE008","EE0080065","EE00800650934",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307090","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600056004","EE1566279","EE","EE008","EE0080065","EE00800650934",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307093","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600057001","EE1566280","EE","EE008","EE0080065","EE00800650117",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307096","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600058001","EE1566284","EE","EE008","EE0080049","EE00800490616",2016,1,2,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307108","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600060001","EE1566286","EE","EE008","EE0080086","EE00800860468",2016,1,2,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307114","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600060002","EE1566287","EE","EE008","EE0080086","EE00800860468",2016,1,2,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307117","POS","BIN","EE/2016/26","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600061001","EE1566290","EE","EE001","EE0010037","EE00100370295",2016,1,3,"S000A","A056Y","hunted",1,"Adult","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307126","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600062001","EE1566292","EE","EE001","EE0010037","EE00100370295",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307132","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600063001","EE1566293","EE","EE001","EE0010037","EE00100370295",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307135","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600064001","EE1566294","EE","EE001","EE0010037","EE00100370295",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307138","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600065001","EE1566295","EE","EE001","EE0010037","EE00100370295",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307141","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600066001","EE1566296","EE","EE001","EE0010037","EE00100370295",2016,1,3,"S000A","A056Y","hunted",1,"Adult","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307144","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600067001","EE1566297","EE","EE001","EE0010037","EE00100370295",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307147","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600068001","EE1566298","EE","EE001","EE0010037","EE00100370295",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307150","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600069001","EE1566299","EE","EE008","EE0080078","EE00800780861",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307153","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600070001","EE1566300","EE","EE008","EE0080078","EE00800780861",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307156","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600071001","EE1566301","EE","EE008","EE0080078","EE00800780861",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307159","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600072001","EE1566302","EE","EE008","EE0080078","EE00800780794",2016,1,3,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307162","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600073001","EE1566303","EE","EE008","EE0080078","EE00800780861",2016,1,3,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307165","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600074001","EE1566306","EE","EE008","EE0080078","EE00800780794",2016,1,3,"S000A","A056Y","hunted",1,"Adult","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307172","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600074002","EE1566307","EE","EE008","EE0080078","EE00800780794",2016,1,3,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307175","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600074003","EE1566308","EE","EE008","EE0080078","EE00800780794",2016,1,3,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307178","POS","BIN","EE/2016/23","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600086001","EE1566327","EE","EE008","EE0080049","EE00800490578",2016,1,4,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307206","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600087001","EE1566328","EE","EE008","EE0080078","EE00800780501",2016,1,4,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307209","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600087002","EE1566329","EE","EE008","EE0080078","EE00800780501",2016,1,4,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307212","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600088001","EE1566332","EE","EE006","EE0060051","EE00600510134",2016,1,4,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307221","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600088002","EE1566333","EE","EE006","EE0060051","EE00600510134",2016,1,4,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307224","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600088003","EE1566334","EE","EE006","EE0060051","EE00600510134",2016,1,4,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307227","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600088004","EE1566335","EE","EE006","EE0060051","EE00600510134",2016,1,4,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307230","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600088005","EE1566336","EE","EE006","EE0060051","EE00600510134",2016,1,4,"S000A","A056Y","hunted",1,"Young","U",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307233","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600089001","EE1566341","EE","EE006","EE0060051","EE00600510937",2016,1,4,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307248","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600089002","EE1566342","EE","EE006","EE0060051","EE00600510937",2016,1,4,"S000A","A056Y","hunted",1,"Young","M",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307251","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600089003","EE1566343","EE","EE006","EE0060051","EE00600510937",2016,1,4,"S000A","A056Y","hunted",1,"Young","F",2016,1,4,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3307254","NEG","BIN","","Err:508"
